paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period,metadata_review,material_family,sensor_family,signal_family,system_family,mode,mask
P_001284,MO_001,A temperature responsive adhesive hydrogel for fabrication of flexible electronic sensors,2022,0,hydrogel,electrode,resistance/conductivity change,health monitoring,electrode -> resistance/conductivity change -> health monitoring,hydrogel -> electrode -> resistance/conductivity change -> health monitoring,4,0,1,1,1,2022-25,0,hydrogel/organogel,bio/electrochemical,resistance/conductance,healthcare,Higher-order recombination,"(0, 0, 0)"
P_001448,MO_001,A Non-Newtonian liquid metal enabled enhanced electrography,2023,0,liquid metal,electrode,physiological signal,motion monitoring,electrode -> physiological signal -> motion monitoring,liquid metal -> electrode -> physiological signal -> motion monitoring,4,0,1,1,1,2022-25,0,metal,bio/electrochemical,other,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_001470,MO_001,ECG signal quality in intermittent long-term dry electrode recordings with controlled motion artifacts,2024,0,Ag/AgNW,electrode,voltage output,motion monitoring,electrode -> voltage output -> motion monitoring,Ag/AgNW -> electrode -> voltage output -> motion monitoring,4,0,1,1,1,2022-25,0,metal,bio/electrochemical,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_001578,MO_001,Optical Fiber Temperature Sensing Probe Based on F–P Cavity for Human Body Temperature Monitoring,2024,0,Cu/Ni,temperature sensor,frequency/wavelength signal,wearable/flexible electronics,temperature sensor -> frequency/wavelength signal -> wearable/flexible electronics,Cu/Ni -> temperature sensor -> frequency/wavelength signal -> wearable/flexible electronics,4,0,1,1,1,2022-25,0,metal,thermal,frequency/wavelength,wearable/e-skin,Transduction novelty,"(0, 1, 0)"
P_001591,MO_001,Mechanochromic Optical/Electrical Skin for Ultrasensitive Dual-Signal Sensing,2023,0,CNT,capacitive sensor,resistance/conductivity change,portable electronics,capacitive sensor -> resistance/conductivity change -> portable electronics,CNT -> capacitive sensor -> resistance/conductivity change -> portable electronics,4,0,1,1,1,2022-25,0,carbon,electrical,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_001762,MO_001,An ultrastretchable seamlessly integrated contactless charging microsystem towards skin-attachable wireless microelectronics,2025,0,MXene,strain sensor,voltage output,motion monitoring,strain sensor -> voltage output -> motion monitoring,MXene -> strain sensor -> voltage output -> motion monitoring,4,0,1,1,1,2022-25,0,carbon,mechanical,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_002081,MO_001,Humidity-sensitive chemoelectric flexible sensors based on metal-air redox reaction for health management,2022,0,CNT,humidity sensor,voltage output,health monitoring,humidity sensor -> voltage output -> health monitoring,CNT -> humidity sensor -> voltage output -> health monitoring,4,0,1,1,1,2022-25,0,carbon,humidity/moisture,voltage,healthcare,Higher-order recombination,"(0, 0, 0)"
P_002132,MO_001,Flexible and sensitive pressure sensor with enhanced breathability for advanced wearable health monitoring,2025,0,MXene,pressure sensor,resistance/conductivity change,wearable/flexible electronics,pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,MXene -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,4,0,1,1,1,2022-25,0,carbon,mechanical,resistance/conductance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_002302,MO_001,"Skin-integrated, biocompatible, and stretchable silicon microneedle electrode for long-term EMG monitoring in motion scenario",2023,0,Au,electrode,frequency/wavelength signal,motion monitoring,electrode -> frequency/wavelength signal -> motion monitoring,Au -> electrode -> frequency/wavelength signal -> motion monitoring,4,0,1,1,1,2022-25,0,metal,bio/electrochemical,frequency/wavelength,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_002398,MO_001,Enabling low-drift flexible perovskite photodetectors by electrical modulation for wearable health monitoring and weak light imaging,2023,0,Au,electrode,current signal,health monitoring,electrode -> current signal -> health monitoring,Au -> electrode -> current signal -> health monitoring,4,0,1,1,1,2022-25,0,metal,bio/electrochemical,current,healthcare,Higher-order recombination,"(0, 0, 0)"
P_002555,MO_001,High resolution reverse-offset printed wearable laminated textile capacitive sensor for continuous monitoring of atopic dermatitis,2025,0,Ag/AgNW,capacitive sensor,capacitance change,wearable/flexible electronics,capacitive sensor -> capacitance change -> wearable/flexible electronics,Ag/AgNW -> capacitive sensor -> capacitance change -> wearable/flexible electronics,4,0,0,1,1,2022-25,0,metal,electrical,capacitance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_002624,MO_001,Transformation of zinc acetate into ZnO nanofibers for enhanced NOx gas sensing: Cost-effective strategies and additive-free optimization,2024,0,ZnO/oxide,electrode,resistance/conductivity change,environmental monitoring,electrode -> resistance/conductivity change -> environmental monitoring,ZnO/oxide -> electrode -> resistance/conductivity change -> environmental monitoring,4,0,1,1,1,2022-25,0,ceramic/oxide,bio/electrochemical,resistance/conductance,environmental,Higher-order recombination,"(0, 0, 0)"
P_002667,MO_001,Flexible and sewable electrode based on Ni-Co@PANI-salphen composite-coated on textiles for wearable supercapacitor,2023,0,Cu/Ni,wearable/e-skin,capacitance change,wearable/flexible electronics,wearable/e-skin -> capacitance change -> wearable/flexible electronics,Cu/Ni -> wearable/e-skin -> capacitance change -> wearable/flexible electronics,4,0,1,1,1,2022-25,0,metal,wearable/e-skin,capacitance,wearable/e-skin,Transduction novelty,"(0, 1, 0)"
P_002856,MO_001,Stress and damage-sensing capabilities of asphalt mixtures incorporating graphene nanoplatelets,2023,0,graphene/rGO,electrode,resistance/conductivity change,health monitoring,electrode -> resistance/conductivity change -> health monitoring,graphene/rGO -> electrode -> resistance/conductivity change -> health monitoring,4,0,1,1,1,2022-25,0,carbon,bio/electrochemical,resistance/conductance,healthcare,Higher-order recombination,"(0, 0, 0)"
P_002947,MO_001,Development of wearable multi-lead ECG measurement device using cubic flocked electrode,2022,0,Ag/AgNW,wearable/e-skin,impedance signal,wearable/flexible electronics,wearable/e-skin -> impedance signal -> wearable/flexible electronics,Ag/AgNW -> wearable/e-skin -> impedance signal -> wearable/flexible electronics,4,0,0,1,1,2022-25,0,metal,wearable/e-skin,resistance/conductance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_002990,MO_001,Bionic e-skin with precise multi-directional droplet sliding sensing for enhanced robotic perception,2024,0,Cu/Ni,wearable/e-skin,voltage output,robotics/tactile,wearable/e-skin -> voltage output -> robotics/tactile,Cu/Ni -> wearable/e-skin -> voltage output -> robotics/tactile,4,0,1,1,1,2022-25,0,metal,wearable/e-skin,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_003100,MO_001,Ionic Liquid-Enhanced Assembly of Nanomaterials for Highly Stable Flexible Transparent Electrodes,2024,0,MXene,electrode,resistance/conductivity change,wearable/flexible electronics,electrode -> resistance/conductivity change -> wearable/flexible electronics,MXene -> electrode -> resistance/conductivity change -> wearable/flexible electronics,4,0,1,1,1,2022-25,0,carbon,bio/electrochemical,resistance/conductance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_003291,MO_001,Flexible Monolithic 3D-Integrated Self-Powered Tactile Sensing Array Based on Holey MXene Paste,2025,0,MXene,tactile sensor,voltage output,wireless/IoT,tactile sensor -> voltage output -> wireless/IoT,MXene -> tactile sensor -> voltage output -> wireless/IoT,4,0,1,1,1,2022-25,0,carbon,mechanical,voltage,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_003363,MO_001,Modulus-adjustable and mechanically adaptive dry microneedle electrodes for personalized electrophysiological recording,2025,0,graphene/rGO,electrode,impedance signal,health monitoring,electrode -> impedance signal -> health monitoring,graphene/rGO -> electrode -> impedance signal -> health monitoring,4,0,1,1,1,2022-25,0,carbon,bio/electrochemical,resistance/conductance,healthcare,Higher-order recombination,"(0, 0, 0)"
P_003779,MO_001,"Fully biocompatible, thermally drawn fiber supercapacitors for long-term bio-implantation",2025,0,hydrogel,temperature sensor,resistance/conductivity change,self-powered/energy storage,temperature sensor -> resistance/conductivity change -> self-powered/energy storage,hydrogel -> temperature sensor -> resistance/conductivity change -> self-powered/energy storage,4,0,1,1,1,2022-25,0,hydrogel/organogel,thermal,resistance/conductance,energy/self-powered,Higher-order recombination,"(0, 0, 0)"
P_004038,MO_001,3-D-Printing and Reliability Evaluation of an Easy-to-Fabricate Position Sensing System for Printed Functional Wearable Assistive Devices,2023,0,carbon black,resistive sensor,resistance/conductivity change,motion monitoring,resistive sensor -> resistance/conductivity change -> motion monitoring,carbon black -> resistive sensor -> resistance/conductivity change -> motion monitoring,4,0,1,1,1,2022-25,0,carbon,electrical,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_004076,MO_001,Anisotropic hydrogel microelectrodes for intraspinal neural recordings in vivo,2025,0,CNT,electrode,impedance signal,motion monitoring,electrode -> impedance signal -> motion monitoring,CNT -> electrode -> impedance signal -> motion monitoring,4,0,1,1,1,2022-25,0,carbon,bio/electrochemical,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_004771,MO_001,Smart wireless flexible sensing system for unconstrained monitoring of ballistocardiogram and respiration,2025,0,graphene/rGO,pressure sensor,voltage output,wireless/IoT,pressure sensor -> voltage output -> wireless/IoT,graphene/rGO -> pressure sensor -> voltage output -> wireless/IoT,4,0,0,1,1,2022-25,0,carbon,mechanical,voltage,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_005108,MO_001,Humanoid Intelligent Display Platform for Audiovisual Interaction and Sound Identification,2023,0,cellulose/cotton/silk,electrode,voltage output,HMI,electrode -> voltage output -> HMI,cellulose/cotton/silk -> electrode -> voltage output -> HMI,4,0,1,1,1,2022-25,0,textile/fibre,bio/electrochemical,voltage,other,Higher-order recombination,"(0, 0, 0)"
P_005269,MO_001,"Thin, soft, wearable system for continuous wireless monitoring of artery blood pressure",2023,0,Au,pressure sensor,physiological signal,wireless/IoT,pressure sensor -> physiological signal -> wireless/IoT,Au -> pressure sensor -> physiological signal -> wireless/IoT,4,0,0,1,1,2022-25,0,metal,mechanical,other,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_005329,MO_001,Superelastic Radiative Cooling Metafabric for Comfortable Epidermal Electrophysiological Monitoring,2023,0,liquid metal,electrode,physiological signal,health monitoring,electrode -> physiological signal -> health monitoring,liquid metal -> electrode -> physiological signal -> health monitoring,4,0,0,1,1,2022-25,0,metal,bio/electrochemical,other,healthcare,Higher-order recombination,"(0, 0, 0)"
P_005430,MO_001,Scalable functionalized shape memory alloy fiber with synergistic effect for robotic hand and microrobot,2025,0,Ag/AgNW,temperature sensor,frequency/wavelength signal,robotics/tactile,temperature sensor -> frequency/wavelength signal -> robotics/tactile,Ag/AgNW -> temperature sensor -> frequency/wavelength signal -> robotics/tactile,4,0,1,1,1,2022-25,0,metal,thermal,frequency/wavelength,motion/human activity,Transduction novelty,"(0, 1, 0)"
P_005479,MO_001,Large-scale fully printed “Lego Bricks” type wearable sweat sensor for physical activity monitoring,2023,0,Ag/AgNW,biosensor/electrochemical,performance metric,wearable/flexible electronics,biosensor/electrochemical -> performance metric -> wearable/flexible electronics,Ag/AgNW -> biosensor/electrochemical -> performance metric -> wearable/flexible electronics,4,0,1,1,1,2022-25,0,metal,gas/chemical,other,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_005509,MO_001,From brain to movement: Wearables-based motion intention prediction across the human nervous system,2023,0,graphene/rGO,pressure sensor,physiological signal,wireless/IoT,pressure sensor -> physiological signal -> wireless/IoT,graphene/rGO -> pressure sensor -> physiological signal -> wireless/IoT,4,0,0,1,1,2022-25,1,carbon,mechanical,other,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_005659,MO_001,"Stretchable, transparent and multifunctional PVC-gel heater: a novel approach to skin-mountable, wearable thermal devices",2024,0,hydrogel,electrode,voltage output,rehabilitation,electrode -> voltage output -> rehabilitation,hydrogel -> electrode -> voltage output -> rehabilitation,4,0,1,1,1,2022-25,0,hydrogel/organogel,bio/electrochemical,voltage,other,Higher-order recombination,"(0, 0, 0)"
P_006129,MO_001,Active-type piezoelectric smart textiles with antifouling performance for pathogenic control,2024,0,Cu/Ni,wearable/e-skin,impedance signal,wearable/flexible electronics,wearable/e-skin -> impedance signal -> wearable/flexible electronics,Cu/Ni -> wearable/e-skin -> impedance signal -> wearable/flexible electronics,4,0,1,1,1,2022-25,0,metal,wearable/e-skin,resistance/conductance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_006235,MO_001,Assessing the performance of a robust multiparametric wearable patch integrating silicon-based sensors for real-time continuous monitoring of sweat biomarkers,2024,0,Ag/AgNW,pH sensor,performance metric,health monitoring,pH sensor -> performance metric -> health monitoring,Ag/AgNW -> pH sensor -> performance metric -> health monitoring,4,0,1,1,1,2022-25,0,metal,gas/chemical,other,healthcare,Transduction novelty,"(0, 1, 0)"
P_006252,MO_001,Plastic Optical Fiber With Spherical Lens Embedded in Mattress for Sleep Monitoring,2025,0,PDMS/Ecoflex,fiber sensor,frequency/wavelength signal,wireless/IoT,fiber sensor -> frequency/wavelength signal -> wireless/IoT,PDMS/Ecoflex -> fiber sensor -> frequency/wavelength signal -> wireless/IoT,4,0,0,1,1,2022-25,0,elastomer/polymer,optical,frequency/wavelength,interface/readout,Material implementation,"(1, 0, 0)"
P_006279,MO_001,Recent advances in carbon-based quantum dots for sensing applications,2025,0,nanomaterial,gas/chemical sensor,current signal,health monitoring,gas/chemical sensor -> current signal -> health monitoring,nanomaterial -> gas/chemical sensor -> current signal -> health monitoring,4,0,0,1,1,2022-25,1,other,gas/chemical,current,healthcare,Higher-order recombination,"(0, 0, 0)"
