paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period
DL1234_0213_10.1016_j.cej.2022.139898,MO_004,"Smart wearable band-aid integrated with high-performance micro-supercapacitor, humidity and pressure sensor for multifunctional monitoring",2022,0,CNT,resistive sensor,resistance/conductivity change,wearable/flexible electronics,resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,CNT -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,4,0,1,1,1,2022-25
DL1234_0219_10.1002_adfm.202113082,MO_001,"Multifunctional Superelastic, Superhydrophilic, and Ultralight Nanocellulose-Based Composite Carbon Aerogels for Compressive Supercapacitor and Strain Sensor",2021,0,CNT,electrode,capacitance change,wearable/flexible electronics,electrode -> capacitance change -> wearable/flexible electronics,CNT -> electrode -> capacitance change -> wearable/flexible electronics,4,0,1,1,1,2018-21
DL1234_0226_10.1002_adma.202301627,MO_001,Clinical Validation of a Wearable Piezoelectric Blood-Pressure Sensor for Continuous Health Monitoring,2023,0,PDMS/Ecoflex,pressure sensor,physiological signal,wireless/IoT,pressure sensor -> physiological signal -> wireless/IoT,PDMS/Ecoflex -> pressure sensor -> physiological signal -> wireless/IoT,4,0,0,1,1,2022-25
DL1234_0227_10.1016_j.bios.2020.112360,MO_001,One-step and large-scale fabrication of flexible and wearable humidity sensor based on laser-induced graphene for real-time tracking of plant transpiration at bio-interface,2020,0,graphene/rGO,humidity sensor,capacitance change,wearable/flexible electronics,humidity sensor -> capacitance change -> wearable/flexible electronics,graphene/rGO -> humidity sensor -> capacitance change -> wearable/flexible electronics,4,0,1,1,1,2018-21
DL1234_0237_10.1016_j.cej.2022.139060,MO_001,Electrospun nanofiber based TENGs for wearable electronics and self-powered sensing,2022,0,MXene,triboelectric sensor,voltage output,health monitoring,triboelectric sensor -> voltage output -> health monitoring,MXene -> triboelectric sensor -> voltage output -> health monitoring,4,0,0,1,1,2022-25
DL1234_0243_10.1002_adhm.202501754,MO_001,"Durable, Breathable, and Flexible Sensor Based on Vapor-Phase Polymerized PANI-Coated PUC-CoNi-LDH@PANI Composite for Continuous Sweat Glucose Monitoring",2025,0,PPy/PANI,biosensor/electrochemical,current signal,health monitoring,biosensor/electrochemical -> current signal -> health monitoring,PPy/PANI -> biosensor/electrochemical -> current signal -> health monitoring,4,0,1,1,1,2022-25
DL1234_0249_10.1016_j.bios.2021.113760,MO_001,Fully integrated flexible biosensor for wearable continuous glucose monitoring,2021,0,TPU/PU,gas/chemical sensor,current signal,wireless/IoT,gas/chemical sensor -> current signal -> wireless/IoT,TPU/PU -> gas/chemical sensor -> current signal -> wireless/IoT,4,0,1,1,1,2018-21
DL1234_0252_10.1002_adhm.201700495,MO_002,Efficient Skin Temperature Sensor and Stable Gel-Less Sticky ECG Sensor for a Wearable Flexible Healthcare Patch,2017,0,CNT,electrode,voltage output,health monitoring,electrode -> voltage output -> health monitoring,CNT -> electrode -> voltage output -> health monitoring,4,0,0,1,1,2010-17
DL1234_0261_10.1002_adhm.202202673,MO_001,"A Triboelectric Nanocomposite for Sterile Sensing, Energy Harvesting, and Haptic Diagnostics in Interventional Procedures from Surgical Gloves",2022,0,PVDF,triboelectric sensor,current signal,self-powered/energy storage,triboelectric sensor -> current signal -> self-powered/energy storage,PVDF -> triboelectric sensor -> current signal -> self-powered/energy storage,4,0,0,1,1,2022-25
DL1234_0276_10.1016_j.snb.2022.133105,MO_001,High-performance flexible and stretchable self-powered surface engineered PDMS-TiO2 nanocomposite based humidity sensors driven by triboelectric nanogenerator with full sensing range,2022,0,ZnO/oxide,triboelectric sensor,voltage output,health monitoring,triboelectric sensor -> voltage output -> health monitoring,ZnO/oxide -> triboelectric sensor -> voltage output -> health monitoring,4,0,1,1,1,2022-25
DL1234_0280_10.1002_adhm.202301838,MO_001,Arteriosclerosis Assessment Based on Single-Point Fingertip Pulse Monitoring Using a Wearable Iontronic Sensor,2023,0,Au,pressure sensor,physiological signal,wearable/flexible electronics,pressure sensor -> physiological signal -> wearable/flexible electronics,Au -> pressure sensor -> physiological signal -> wearable/flexible electronics,4,0,0,1,1,2022-25
DL1234_0295_10.1016_j.matt.2019.10.020,MO_001,A Dynamic Gel with Reversible and Tunable Topological Networks and Performances,2019,0,ionogel/ionic liquid,wearable/e-skin,resistance/conductivity change,wearable/flexible electronics,wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,ionogel/ionic liquid -> wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,4,0,0,1,1,2018-21
DL1234_0333_10.1016_j.snb.2020.128325,MO_001,Wearable electrochemical biosensor based on molecularly imprinted Ag nanowires for noninvasive monitoring lactate in human sweat,2020,0,Ag/AgNW,gas/chemical sensor,current signal,wearable/flexible electronics,gas/chemical sensor -> current signal -> wearable/flexible electronics,Ag/AgNW -> gas/chemical sensor -> current signal -> wearable/flexible electronics,4,0,1,1,1,2018-21
DL456_0019_10.1002_smll.202504367,MO_001,Boosting Triboelectric Performance with In Situ Prussian Blue-Decorated MXene Nanocomposites in P(VDF-TrFE) and Nylon-11 Nanofibers for Self-Powered Photodetectors,2025,0,textile/yarn/fabric,triboelectric sensor,voltage output,wearable/flexible electronics,triboelectric sensor -> voltage output -> wearable/flexible electronics,textile/yarn/fabric -> triboelectric sensor -> voltage output -> wearable/flexible electronics,4,0,1,1,1,2022-25
DL456_0023_10.1002_adfm.202306117,MO_001,A Highly Sensitive and Long-Term Stable Wearable Patch for Continuous Analysis of Biomarkers in Sweat,2023,0,CNT,temperature sensor,resistance/conductivity change,wearable/flexible electronics,temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,CNT -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,4,0,1,1,1,2022-25
DL456_0056_10.1002_adma.202313743,MO_001,Wearable Aptalyzer Integrates Microneedle and Electrochemical Sensing for In Vivo Monitoring of Glucose and Lactate in Live Animals,2024,0,hydrogel,gas/chemical sensor,current signal,sweat/biomarker monitoring,gas/chemical sensor -> current signal -> sweat/biomarker monitoring,hydrogel -> gas/chemical sensor -> current signal -> sweat/biomarker monitoring,4,0,0,1,1,2022-25
DL456_0095_10.1002_adfm.202304801,MO_001,Lightweight Triboelectric Nanogenerators Based on Hollow Stellate Cellulose Films Derived from Juncus effusus L. Aerenchyma,2023,0,Ag/AgNW,triboelectric sensor,voltage output,motion monitoring,triboelectric sensor -> voltage output -> motion monitoring,Ag/AgNW -> triboelectric sensor -> voltage output -> motion monitoring,4,0,1,1,1,2022-25
DL456_0102_10.1002_adfm.202113057,MO_001,3D Architecturing Strategy on the Utmost Carbon Nanotube Fiber for Ultra-High Performance Fiber-Shaped Supercapacitor,2022,0,graphene/rGO,electrode,capacitance change,wearable/flexible electronics,electrode -> capacitance change -> wearable/flexible electronics,graphene/rGO -> electrode -> capacitance change -> wearable/flexible electronics,4,0,1,1,1,2022-25
DL456_0131_10.1016_j.nanoen.2024.109781,MO_001,Sustainable graphene production for solution-processed microsupercapacitors and multipurpose flexible electronics,2024,0,carbon black,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,carbon black -> strain sensor -> resistance/conductivity change -> health monitoring,4,0,0,1,1,2022-25
DL456_0132_10.1002_adma.202001699,MO_001,Charge Trapping-Based Electricity Generator (CTEG): An Ultrarobust and High Efficiency Nanogenerator for Energy Harvesting from Water Droplets,2020,0,polymer/elastomer,electrode,current signal,wearable/flexible electronics,electrode -> current signal -> wearable/flexible electronics,polymer/elastomer -> electrode -> current signal -> wearable/flexible electronics,4,0,0,1,1,2018-21
DL456_0150_nn-2022-11267f.R2_Proof_hi,MO_001,Skin-interfaced Superhydrophobic Insensible Sweat Sensors for Evaluating Body Thermoregulation and Skin Barrier Functions,2022,0,MXene,humidity sensor,resistance/conductivity change,HMI,humidity sensor -> resistance/conductivity change -> HMI,MXene -> humidity sensor -> resistance/conductivity change -> HMI,4,0,0,1,1,2022-25
DL456_0199_10.1002_adfm.202304402,MO_001,Construction of Flexible Piezoceramic Array with Ultrahigh Piezoelectricity via a Hierarchical Design Strategy,2023,0,PDMS/Ecoflex,electrode,voltage output,self-powered/energy storage,electrode -> voltage output -> self-powered/energy storage,PDMS/Ecoflex -> electrode -> voltage output -> self-powered/energy storage,4,0,1,1,1,2022-25
DL456_0227_10.1002_adfm.202419650,MO_001,Oxidation-Driven Enhancement of Intrinsic Properties in MXene Electrodes for High-Performance Flexible Energy Storage,2024,0,MXene,electrode,capacitance change,self-powered/energy storage,electrode -> capacitance change -> self-powered/energy storage,MXene -> electrode -> capacitance change -> self-powered/energy storage,4,0,1,1,1,2022-25
HI36_0018_10_1109_jsen_2020_3040995,MO_001,"Flexible, Highly Sensitive Paper-Based Screen Printed MWCNT/PDMS Composite Breath Sensor for Human Respiration Monitoring",2021,0,CNT,humidity sensor,capacitance change,wearable/flexible electronics,humidity sensor -> capacitance change -> wearable/flexible electronics,CNT -> humidity sensor -> capacitance change -> wearable/flexible electronics,4,0,0,1,1,2018-21
HI36_0024_10_1021_acsnano_2c12385,MO_001,"Bioinspired Stabilization of Amorphous Calcium Carbonate by Carboxylated Nanocellulose Enables Mechanically Robust, Healable, and Sensing Biocomposites",2023,0,cellulose/cotton/silk,humidity sensor,current signal,health monitoring,humidity sensor -> current signal -> health monitoring,cellulose/cotton/silk -> humidity sensor -> current signal -> health monitoring,4,0,1,1,1,2022-25
HI36_0025_10_1002_adma_202408478,MO_001,"A Full‐Process, Fine‐Grained, and Quantitative Rehabilitation Assessment Platform Enabled by On‐Skin Sensors and Multi‐Task Gait Transformer Model",2024,0,PDMS/Ecoflex,triboelectric sensor,voltage output,rehabilitation,triboelectric sensor -> voltage output -> rehabilitation,PDMS/Ecoflex -> triboelectric sensor -> voltage output -> rehabilitation,4,0,0,1,1,2022-25
HI_10.1002_adfm.201805924,MO_001,Flexible Electronics: Stretchable Electrodes and Their Future,2018,0,Au,electrode,resistance/conductivity change,wearable/flexible electronics,electrode -> resistance/conductivity change -> wearable/flexible electronics,Au -> electrode -> resistance/conductivity change -> wearable/flexible electronics,4,0,0,1,1,2018-21
HI_10.1002_adfm.201805924,MO_002,Flexible Electronics: Stretchable Electrodes and Their Future,2018,0,Cu/Ni,wearable/e-skin,resistance/conductivity change,wearable/flexible electronics,wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,Cu/Ni -> wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,4,0,0,1,1,2018-21
HI_10.1002_adfm.201805924,MO_004,Flexible Electronics: Stretchable Electrodes and Their Future,2018,0,Au,resistive sensor,temperature/thermal signal,robotics/tactile,resistive sensor -> temperature/thermal signal -> robotics/tactile,Au -> resistive sensor -> temperature/thermal signal -> robotics/tactile,4,0,0,1,1,2018-21
HI_10.1002_adma.201204426,MO_001,Multifunctional Epidermal Electronics Printed Directly Onto the Skin,2013,0,Au,strain sensor,temperature/thermal signal,wireless/IoT,strain sensor -> temperature/thermal signal -> wireless/IoT,Au -> strain sensor -> temperature/thermal signal -> wireless/IoT,4,0,1,1,1,2010-17
HI_10.1002_adma.202211352,MO_001,Reduced Graphene Oxide Electrolyte‐Gated Transistor Immunosensor with Highly Selective Multiparametric Detection of Anti‐Drug Antibodies,2023,0,graphene/rGO,electrode,current signal,sweat/biomarker monitoring,electrode -> current signal -> sweat/biomarker monitoring,graphene/rGO -> electrode -> current signal -> sweat/biomarker monitoring,4,0,0,1,1,2022-25
HI_LOCAL_0007,MO_001,Flexible direct-growth CNT biosensors,2013,0,PET/PI/PVA,electrode,capacitance change,wearable/flexible electronics,electrode -> capacitance change -> wearable/flexible electronics,PET/PI/PVA -> electrode -> capacitance change -> wearable/flexible electronics,4,0,0,1,1,2010-17
HI_LOCAL_0016,MO_001,"A disposable, wearable, flexible, stitched textile electrochemical biosensing platform",2021,0,Au,gas/chemical sensor,performance metric,wearable/flexible electronics,gas/chemical sensor -> performance metric -> wearable/flexible electronics,Au -> gas/chemical sensor -> performance metric -> wearable/flexible electronics,4,0,0,1,1,2018-21
HI_LOCAL_0020,MO_001,Influence of enzyme immobilization and skin-sensor interface on non-invasive glucose determination from interstitial fluid obtained by magnetohydrodynamic extraction,2022,0,hydrogel,biosensor/electrochemical,current signal,wearable/flexible electronics,biosensor/electrochemical -> current signal -> wearable/flexible electronics,hydrogel -> biosensor/electrochemical -> current signal -> wearable/flexible electronics,4,0,1,1,1,2022-25
HI_LOCAL_0022,MO_001,Smartphone-based 3D-printed electrochemiluminescence enzyme biosensor for reagentless glucose quantification in real matrices,2023,0,carbon black,electrode,chemical signal,sweat/biomarker monitoring,electrode -> chemical signal -> sweat/biomarker monitoring,carbon black -> electrode -> chemical signal -> sweat/biomarker monitoring,4,0,1,1,1,2022-25
